,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
2916,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,203539
2917,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,206194
2920,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,211504
2923,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,344247
2924,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,171681
2926,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,130973
2927,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433778
2928,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,110619
2929,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,315044
2933,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,216814
2934,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,261061
2935,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,420353
2937,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,134513
2938,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,204424
2939,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286283
2940,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,196460
2942,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,374336
2943,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,268141
2944,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,442477
2945,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,267256
2946,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,48672
2949,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,137168
2950,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,46902
2951,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,234513
2952,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,314690
2953,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,180088
2955,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,204424
2958,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,134513
2961,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,491150
2962,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,362831
2964,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,327433
2965,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,336283
2967,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,129203
2969,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,356778
2970,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,238938
2971,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,254867
2972,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,839,336283
2974,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,242477
2976,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,166814
2977,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,267256
2979,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,250442
2980,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,228318
2982,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,232743
2983,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,111061
2985,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,389380
2987,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,292035
2990,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,226725
2991,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,159292
2994,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,352212
2997,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,185840
2998,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,407964
2999,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,276548
3000,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,245132
3001,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,179646
3002,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,193362
3003,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,316814
3004,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,228318
3005,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,221238
3006,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,87610
3009,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,283185
3014,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,131858
3015,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,158849
3017,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38495
3019,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,241150
3020,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,162831
3021,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,322123
3022,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,303539
3025,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,231858
3027,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,294690
3028,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,256637
3031,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,340707
3032,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,218584
3033,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,358407
3034,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,95575
3035,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,278761
3038,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,284955
3039,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,157522
3040,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,146017
3041,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,361061
3042,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65044
3044,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,61061
3046,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,349557
3049,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,76991
3050,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,357964
3054,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,429203
3056,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,119469
3057,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,203539
3059,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,405309
3060,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,72654
3062,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,224778
3063,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,41061
3064,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,119469
3071,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,202654
3072,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,199115
3073,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,149557
3075,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,101769
3078,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,86725
3079,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,339823
3080,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,386469
3082,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,320353
3085,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,245575
3087,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,238938
3091,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,230088
3093,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,177433
3095,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,55752
3096,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,116814
3100,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,73451
3101,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,153982
3103,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,373451
3105,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,234513
3108,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,143805
3109,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,407079
3115,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,104424
3116,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,150442
3117,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361061
3118,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,230088
3119,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,95132
3120,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,182300
3121,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,343362
3123,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,130088
3125,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,331858
3129,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,198230
3133,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,132300
3135,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,469026
3136,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,232743
3137,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884
3138,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,263716
3139,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,276991
3140,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,163716
3141,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,292035
3142,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,276106
3143,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,172566
3145,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,81415
3147,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,145575
3148,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,369911
3149,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,385840
3150,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,174336
3151,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,123893
3153,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,116814
3154,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,382300
3156,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,172566
3158,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,185840
3159,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,87610
3161,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325221
3162,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169911
3164,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,247787
3166,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,159557
3169,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,910,54867
3170,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,110619
3171,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,153982
3173,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,136283
3175,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,54867
3178,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,161946
3179,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,187610
3180,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,264601
3183,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,192920
3185,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,261061
3186,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,194690
3188,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,290265
3190,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,177699
3191,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,188495
3194,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,320353
3195,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,245575
3199,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,202212
3200,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,287610
3202,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,291415
3203,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,194690
3204,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,305309
3205,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,283185
3208,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,233628
3209,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,197345
3214,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,138938
3216,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,84070
3218,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,269911
3219,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,211504
3220,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,76106
3223,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,266371
3225,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,185840
3227,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,199115
3228,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,189380
3229,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,238938
3230,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123893
3231,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,276991
3232,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,296460
3235,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,455752
3237,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,223008
3242,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,46017
3245,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,285840
3246,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,242920
3248,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,212389
3251,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,207079
3253,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123008
3254,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,150442
3256,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,357522
3258,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,406194
3259,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,205309
3260,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,255309
3261,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,236283
3262,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,293805
3267,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,69911
3268,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,472566
3270,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,336283
3272,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,250442
3273,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,340707
3274,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,351327
3275,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,296460
3277,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,231858
3278,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,161061
3279,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,73008
3280,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,141592
3282,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,46902
3283,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,214159
3284,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43185
3285,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,262831
3290,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,170353
3292,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,86725
3293,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,370796
3294,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,245132
3297,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,161504
3298,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,165486
3301,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,376106
3304,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,100000
3305,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,360176
3306,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,206194
3307,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,44247
3308,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,196460
3310,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,105309
3312,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,190265
3314,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,78761
3317,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,85398
3322,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,169911
3324,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,115044
3325,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,353982
3326,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,295575
3329,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,120353
3331,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,346902
3334,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,265486
3335,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113716
3340,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,61946
3341,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203982
3342,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81858
3343,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,192920
3344,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,259026
3345,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,354867
3348,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,193805
3350,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361946
3354,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,170796
3355,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,173008
3356,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,227433
3357,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,263716
3358,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,287610
3360,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,460176
3364,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,341150
3365,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,194690
3366,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,378761
3368,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,115044
3369,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,342477
3370,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,100000
3373,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38761
3376,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,287610
3380,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,96460
3381,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,218584
3382,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,315929
3383,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,201327
3385,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,164601
3386,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,178761
3388,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,330973
3390,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,200884
3392,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,343628
3393,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,214159
3395,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,194690
3396,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,256637
3397,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,356637
3398,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,369026
3401,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,250000
3403,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,130973
3404,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,63274
3405,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,384070
3407,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,84070
3409,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,189380
3410,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,349557
3411,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,84955
3412,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,88495
3413,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,253982
3414,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,371681
3415,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,88495
3420,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,325663
